"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"name";"message";"id";"about";"website";"talking_about_count"
"1";"11";"1";"208947112492576_3480201838700404";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"🔈節目預告：我哋位於 #創新科技嘉年華2020 展覽館1號嘅科技園虛擬展區將於12月23日早上10時準時上線🎉！屆時請緊貼我哋Facebook 專頁，我哋將會公佈 #我最喜愛創新科技  有獎遊戲嘅玩法🎁！  科技園展區將會有20間園區公司展出以「#智創生活新常態」為題嘅 #創新 #科技 項目！究竟「#新常態」下 #創新科技 💡可以點樣為我哋帶嚟更智慧、更方便嘅生活？🎄聖誕節安坐家中🏠參觀科技園虛擬展區，大人小朋友一齊長知識！  創新科技嘉年華2020 🗓 2020年12月23日早上10時開始至31日晚上止 📍 https://innocarnival.hk/ 👤 適合任何人士參加 ⭐️ 科技園展區位於展覽館1號  參展嘅園區公司： BioMed Technology：腸道微生物DNA測試 腸道健康好Easy BNET Tech：多功能智能手杖 — 優杖減少跌倒風險 Codex Genetics：你的24小時的情緒管家JoMood Easy VR Technology Limited：創建360虛擬實景從未如此輕鬆 Geb Impact Technology Company Limited：由光生物反應器技術提煉有機微藻 Hera Leto：智能耳機助你隨時掌握健康狀況 Govitatech Govita：基因測試幫你了解自己，助你改善身體 Greentins：微藻綠牆為你打造綠色生活 GRN Consultant - HK Limited：消毒殺菌技術，守護香港人健康 Growgreen：aspara® 室內智能水耕種植機 Joy Aether Limited：AR（擴增實境）智能玩具 KnitWarm：智能保健暖帶匯合科研及創新設計 Koln3D Technology Medical Ltd：突破性3D打印技術造福骨骼病患者 Microban：抗菌和氣味控制技術 重新定義潔淨 O2U ：世界上第一台嬰兒空氣淨化器 Optical Sensing：光傳感系統保護建築及設施 Phase Scientific：全面的新冠肺炎檢測方案 b-MOLA / NCCO：便携式空氣淨化機持續及安全殺菌 SAMBO Group Technology Limited：光自潔納米噴霧 高效潔淨你的生活空間 Titanology：自潔門柄開啟智慧生活  #上線同你歡渡聖誕 #聖誕好去處  #網上展覽 #我最喜愛創新科技 #創新科技嘉年華2020 #Virtual_InnoCarnival_2020 Innovation and Technology Commission 創新科技署";"208947112492576_3480201838700404";"";"";""
"1";"12";"1";"208947112492576_3481952118525376";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"全城起動 智創香港 「城市創科大挑戰」正式展開  一個成就創科夢的平台，一次發揮創意及推動香港向前的機會—香港大型跨界科創盛事「城市創科大挑戰」今日起全速啟動，並以「智創香港新常態」為年度主題。  我們邀請全港市民就「環境的可持續發展」及「保持社交聯繫」兩個社會議題提交創科方案，為香港新常態創出另一境界。  重温「城市創科大挑戰」網上啟動禮（http://stp.hk/3gZKu4v），讓各界嘉賓為你打氣，激發你的創科潛能；或即上　www.citytechgc.hk 了解更多詳情及報名，BE AN INNOVATOR！  ----------  「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，志在集合全球以至國際創新思維，解決城市挑戰，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #環境的可持續發展 #保持社交聯繫 #BeAnInnovator #創新科技署 #香港科技園 #CityTechGCHK";"208947112492576_3481952118525376";"";"";""
"1";"13";"1";"208947112492576_3549979161717009";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"參與鼓動全城的創科盛事，用創新精神，為香港注入新動力。  點讚分享此活動及收看網上直播，更有機會獲得科技園園區公司的獨家創科體驗、護膚禮品及甜品輕食*! *送完即止  ---------- 「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，旨在集合本地以至國際創新思維，解決城市難題，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3549979161717009";"";"";""
"1";"14";"1";"208947112492576_3481262051927716";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"SPRINTER 2 計劃 Solution Showcase今日啟動!  歡迎製造商立即登入，在為期近一個月的演示期間，觀摩由20多家科技企業研發的嶄新科技方案，以引進卓有成效的科技，解決營運痛點，提升管理效率，在多變的經營環境保持靈活，跨越營運挑戰。  創新科技方案可用於：  • 以人工智能作質量保證/控制、預測性保養，以及訂單系統  • 實時生產數據及過程監測  • 文件、庫存和供應鏈管理簡易數碼化  • 小批量生產的靈活創新方案等  活動詳情： Solution Showcase@ http://sprinter.hk/solution-showcase : 2020年12月18日至2021年1月8日 （歡迎任何製造商登入參加） 商業配對：2021年1月4日至8日 （只供SPRINTER 2計劃成員參與）  #製造 #工廠 #創新 #商業 #配對 #加速器 #5G #物聯網 #人工智能 #大數據 #自動化 #機械人 #環球創業飛躍學院 #GAA";"208947112492576_3481262051927716";"";"";""
"1";"15";"1";"208947112492576_3481225701931351";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"建立你的專才團隊 取得HK10X成功  人才是一家成功企業的靈魂。香港政府及香港科學園深明此道理, 所以由教育以至招聘都投放豐富資源, 讓香港成為人才百花齊放的國際都會。  瀏覽下列圖片，了解香港如何為你提供建立最佳團隊的資源。  閱讀更多HK10X故事：https://stp.hk/2KC1OjT  #HK10X #HKSTP #香港科學園 #香港人才  —  Build your HK10X team of success. Ultimately people make the business. When it comes to shaping a robust business, it’s vital to focus on talents – something that Hong Kong and HKSTP understand and emphasize on. From education to recruitment, Hong Kong provides the ground for great minds to flourish.   Swipe through the images to learn why Hong Kong is the place to build your dream team.  Read more HK10X stories: https://stp.hk/3gV7CB2  #HK10X #HKSTP #HKtalents #PeopleMakeBusiness";"208947112492576_3481225701931351";"";"";""
"1";"16";"1";"208947112492576_3480969228623665";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"科創盛事 今日啟動  「城市創科大挑戰」將於今日下午2:30於網上啟動。  為參賽做好準備，投入大型跨界科創盛事，向各界創科者取經！  立即登記: https://stp.hk/CityTechGCHKLaunch 或 收看香港科技園FB專頁網上直播（http://stp.hk/3mwrSKd）。  > 收看、點讚及分享直播更有機會獲得科技園園區公司的獨家創科體驗、護膚禮品及甜品輕食* ！ *送完即止  網上見！  ---------------------  「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，志在集合全球以至國際創新思維，解決城市挑戰，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3480969228623665";"";"";""
"1";"17";"1";"208947112492576_3479352735451981";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"下一個 Innovator，就係你！  要成為創新者，需要擁有專科學位？ 需要擁有強大科研團隊？ 還是，需要一顆堅持創新的心？  此時此刻，無論你身處人生哪個階段、來自哪個專業界別、具有哪些專長及興趣，只要你敢想敢創，矢志發揮創科精神，為城市挑戰解難—「城市創科大挑戰」將會是成就你創科夢想的平台。  立即登記參加「城市創科大挑戰」網上啟動禮，讓各界嘉賓為你打氣，激發你的創科潛能；活動宣傳片足本版亦將於網上首播，密切留意！  2020年12月18日 (星期五) 2:30PM 登記：https://stp.hk/CityTechGCHKLaunch ----------  「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，志在集合全球以至國際創新思維，解決城市挑戰，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3479352735451981";"";"";""
"1";"18";"1";"208947112492576_3478743548846233";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"事業  由心出發  由香港賽馬會慈善信託基金策動的「專業創未來計劃」（PROcruit C）提供畢業生一個自我探索過程，邁向專業領域。  香港科技園公司作為計劃的行業統籌之一，將協助推動「創科·有心」（Technology for Good）領域的人才發展，為對創科抱有熱誠的畢業生提供發展機會，壯大香港的人才庫。   HKSTP InnoAcademy 將連同70多間園區公司提供產品營銷培訓生、設計培訓生及項目管理培訓生三種職位，為你打開創科大門，一展抱負並對世界作出貢獻。 開拓一己前程，立刻申請：http://stp.hk/2WoAckU  想了解更多，同時登記參加 PROcruit C「創科·有心」網上簡介會： 日期：12 月 21 日（星期一） 時間：下午 3 至 4 時 報名： http://stp.hk/38qQhfB  #專業創未來計劃 #香港賽馬會慈善信託基金 #香港科技園 #香港科技園創科學院 #創科 #創科人才 #青年 #畢業生 #HKSTP #HKSTPInnoAcademy";"208947112492576_3478743548846233";"";"";""
"1";"19";"1";"208947112492576_3478684652185456";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"香港，讓創科潛能得以發揮  周憲本認為創新者和科技專家不單受探索新事物所驅動，更渴望能對自己的成就引以為傲。他們都想展現工作成果，並讓他人看到更好的做事方式。在他眼中，沒有任何地方比香港更適合創科。不論是5G、生物科技、金融科技、人工智能或是機械人技術，你的創意都會在香港立竿見影。  詳閱這位HK10X創科先鋒作為國際創業家對香港創科發展潛力的看法：https://stp.hk/2K2frcf  #創科精神 #HK10X創科先鋒 #科技研發 #香港科技園  —  If you’ve got it, flaunt it. Hugh Chow argues that innovators and techies are driven by the thrill of discovery but also by glory. They want to see the results of their work and show others how things can be done better. And he believes there’s nowhere better than HK to see ideas generate immediate impact, be it in 5G, biotech, fintech, AI or robotics.  See how this HK10X pioneer views Hong Kong’s tech potential from the perspective of a global entrepreneur: https://stp.hk/3p3u2TB  #PioneeringSpirit #HK10XPioneers #HK10X #ReasearchandDevelopment  #HKSTP";"208947112492576_3478684652185456";"";"";""
"1";"20";"1";"208947112492576_3476890832364838";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"參與鼓動全城的創科盛事，用創新精神，為香港注入新動力。  「城市創科大挑戰」邀請大眾發揮創意思維，提出創新科技方案，解決城市以至市民生活遇上的難題。 你不但有機會將創意實踐，讓創科夢成真，更可推動香港邁步向前。  點讚分享此活動及收看網上直播，更有機會獲得科技園園區公司的獨家創科體驗、護膚禮品及甜品輕食*! *送完即止  ---------- 「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，旨在集合本地以至國際創新思維，解決城市難題，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3476890832364838";"";"";""
"1";"21";"1";"208947112492576_3476768812377040";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"堅持不懈，是HK10X創科精神之萃。香港創科先鋒盧煜明教授和劉紹強教授透露他們如何研發了兩個劃時代的創科方案：一個是更安全的無創性產前診斷，另一個則是可提高無線通信效率的技術。  閱讀全文（只提供英文版）：https://stp.hk/2WlmG1e 瀏覽更多HK10X故事：https://stp.hk/37pHICp  #創科精神 #HK10X創科先鋒 #HK10X #香港科技園  —  Perseverance is key to the HK10X spirit. Hong Kong pioneers Prof. Dennis Lo and Prof. Soung Liew reveal how they came up with life-changing innovations – a safer, non-invasive health test for unborn babies and technology that boosts wireless communication’s efficiency.   Read more here: https://stp.hk/2WlmG1e Check out more HK10X stories: https://stp.hk/3gPW9CA  #PioneeringSpirit #HK10XPioneers #HK10X #HKSTP";"208947112492576_3476768812377040";"";"";""
"1";"22";"1";"208947112492576_3476332879087300";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"全城鼓動 智創香港  「城市創科大挑戰」邀請大眾發揮創意思維，提出創新科技方案，解決城市以至市民生活遇上的難題。 你不但有機會將創意實踐，讓創科夢成真，更可推動香港邁步向前。  想了解這個創科盛事？立即登記參加網上啟動禮。屆時大會將邀請跨界別嘉賓分享突破求新的經歷，為你參賽注入創新靈感！  「城市創科大挑戰」網上啟動禮 2020年12月18日 (星期五) 2:30PM 詳情及登記: https://stp.hk/CityTechGCHKLaunch  > 收看、點讚及分享直播更有機會獲得科技園園區公司的獨家創科體驗、護膚禮品及甜品輕食* ！ *送完即止  ----------  「城市創科大挑戰」由創新科技署主辦，香港科技園協辦，旨在集合本地以至國際創新思維，解決城市難題，建立更好未來。  #城市創科大挑戰 #智創香港新常態 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3476332879087300";"";"";""
"1";"23";"1";"208947112492576_3476225092431412";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"香港居於領先地位，擁有大量由人工智能初創公司供應及可直接投放市場的人工智能技術解決方案，令香港成為傑出人工智能和機械人技術試驗場地。展閱我們的HK10X專題文章，了解香港的人工智能和機械人技術公司如何觸發各行各業的變化: https://stp.hk/3mnc2BU  #創科精神 #HK10X #行業轉型 #人工智能 #機械人技術 #香港科技園  —  Hong Kong stands out as a proving ground for AIR innovators by leading the region with the supply of market-ready AI solutions emerging from the significant pool of AI startups. Read more about how various AIR companies in Hong Kong are transforming key industry sectors in our HK10X feature: https://stp.hk/2WiNKy7  #PioneeringSpirit #Transformation #AIR #AI #Robotics #HKSTP";"208947112492576_3476225092431412";"";"";""
"1";"24";"1";"208947112492576_3473762646010990";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"從芯片專家蛻變成全球物聯網開發先驅  從麻省理工學院走到矽谷，再到香港，Owyang King博士一路以來闖出了一番創科事業。他矢志貢獻後世，更洞察香港有機會領導全球物聯網。在他眼中，真正的開發先驅應該大膽提出前所未有的概念。詳閱他的HK10X創科故事： https://stp.hk/3oURCSu  此外，只有當環境有利於發展創新，創新者才能茁壯成長。看看當創科社群共同應對新冠肺炎的同時，香港的創新文化有多重要: https://stp.hk/3ag0Ap5  #創科精神 #HK10X創科先鋒 #物聯網 #智慧城市 #香港科技園  —   The desire to make a difference drives chip pioneer’s path to becoming a global IoT innovator. Dr Owyang King has blazed a trail of innovation from MIT to Silicon Valley and finally to Hong Kong. Driven to leave a lasting impact, he saw the opportunity for HK to lead in IoT. He notes that a true pioneer should dream of something that has never been dreamed of before.   Read more about his HK10X pioneering story here: https://stp.hk/34e3hUn  Also, innovators can only thrive if the environment is conducive to innovation success. See how HK’s innovation culture has been front and centre, as the innovation and technology community rose to the occasion to tackle COVID-19: https://stp.hk/3oWpqOL  #PioneeringSpirit #HK10XPioneers #HK10X #IoT #SmartCity  #HKSTP";"208947112492576_3473762646010990";"";"";""
"1";"25";"1";"208947112492576_3471894706197784";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"投身AI行業 迎接廣闊前景  人工智能在科技創新的世代是關鍵領域。有志加入人工智能研發工作，在尖端科技領域發展的你，務必留意即將舉行的人工智能網上招聘活動(Virtual Career Day in Artificial Intelligence)，屆時更有11間園區公司及業界前輩即場分享。  日期：12月22日 (星期二) 時間：下午3-5時 報名：https://stp.hk/3a8uUSH  網上見！  #香港科技園 #AI #人工智能 #招聘";"208947112492576_3471894706197784";"";"";""
"1";"26";"1";"208947112492576_3471022982951623";"data";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"鼓動全城的創科盛事即將展開！  用創新精神 為香港注入新動力  2020.12.18 2:30PM 約定你：https://stp.hk/CityTechGCHKLaunch  #城市創科大挑戰 #BeAnInnovator #創新科技署 #香港科技園";"208947112492576_3471022982951623";"";"";""
"1";"27";"1";"208947112492576";"offcut";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"28";"1";"208947112492576";"headers";"fetched (200)";"2020-12-28 19:52:15.024822";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"29";"1";"208947112492576_3464401566947098";"data";"fetched (200)";"2020-12-28 19:52:15.667716";"Facebook:/<page-id>/posts";"";"HK10X： 創科，是一種傳承  要迎接創科路上的各種挑戰，必須有能和你一起勇往直前的團隊！創科先鋒們除了運用自己的技術尋求突破，亦要培育團隊、傳承技術，才可以令創科意念發揚光大，獲得非凡增長。  點擊片段，看看我們的夥伴公司beNovelty（彼樂科創） 的創辦人暨行政總裁Patrick和夥伴公司CryptoBLK 的創辦人暨行政總裁王世松博士，如何懷著HK10X精神，鼓勵公司的傳承文化，讓團隊能在金融科技領域中發揮最大潛力。  閱讀HK01專訪：https://stp.hk/3m7AK92 激發你的創科精神： https://stp.hk/3mgzkJH  #創科精神 #HK10X創科先鋒 #HK10X #金融科技 #HKSTP #香港科技園";"208947112492576_3464401566947098";"";"";""
"1";"30";"1";"208947112492576_3461445347242720";"data";"fetched (200)";"2020-12-28 19:52:15.667716";"Facebook:/<page-id>/posts";"";"探索王世松博士如何憑藉對解密和區塊鏈的熱誠，革新金融貿易行業，為亞洲各地的中小企業提供嶄新發展機會。  於我們的HK10X創科先鋒故事中，詳閱王博士與他的CryptoBLK團隊分享成功創業背後的原則，以及為什麼對金融科技先鋒而言，香港是發展科研的理想地: https://stp.hk/2W1NmE2  面對前所未見的挑戰，香港是如何仍然在全球金融市場中佔一席位？ 我們的HK10X專題文章，解構位處全球最大的金融科技市場之間的香港，為甚麼是理想的金融科技中心：https://stp.hk/2KdUHO7  #創科精神 #HK10X創科先鋒 #金融科技 #香港科技園  —  Discover the story behind Dr Duncan Wong’s obsession with cryptic codes and blockchain that helped change the legacy world of trade finance, giving SMEs around Asia new opportunities for growth.   Read our HK10X Pioneer feature, in which he shares the principles behind startup success with his team at CryptoBLK, and how he believes Hong Kong is a genuinely great place for fintech pioneers: https://stp.hk/3n9N5es  Also, find out why Hong Kong remains a resilient global force in finance and is proving itself the ideal fintech hub sitting on the doorstep of the world’s largest and fastest-growing fintech markets, even in the face of unprecedented challenges: https://stp.hk/3gym9lL  #PioneeringSpirit #HK10XPioneers #HK10X #Fintech  #HKSTP";"208947112492576_3461445347242720";"";"";""
